"Name","Component","Side","Place X","Place Y","Rotation"
"J2","53398-0871","Top","502.208","518.750","270.00"
"J3","Grove_Universal_4_Pin_connector","Top","504.400","486.700","270.00"
"LED1","LED","Top","506.600","525.400","0.00"
"LED2","LED","Top","497.400","530.700","90.00"
"R1","Resistor","Top","508.200","525.400","180.00"
"R2","Resistor","Top","497.400","532.500","270.00"
"J1","SSW-106-02-G-D-RA","Top","510.160","502.450","90.00"
